,TweetID,HandLabel,AnnotatorID,Tweet
10206,4.011243685979382e+17,Positive,27.0,moze jos neki status deca se vole i posle roditeljskog?
10209,4.011251951019008e+17,Neutral,26.0,"pokloniš 4,2 hektara na dedinju amerima i možeš da ubiješ baba koliko hoćeš, uvek će se javiti neko iz američke ambasade da interveniše."
10213,4.011263307436769e+17,Positive,21.0,"mnogo mi vazno da dobijem lepu poruku za dobro jutro i laku noc. nekako mi dan lepo pocne i lepo se zavrsi, sta znam"
10216,4.011279830855393e+17,Positive,21.0,saša đorđević želim da budem selektor srbije!
10219,4.011302954514719e+17,Positive,27.0,"ljubav je pobeda mašte nad inteligencijom - h. l. menken  noć
  seal - i've been loving you too long  via "
10220,4.0113063036625306e+17,Negative,27.0,"imam dovoljno godina vecini majka da budem,al i mrvu pameti da vas ni ja ne priznam"
10222,4.011316837069865e+17,Neutral,21.0," u mom selu 'briditi' je isključivo dodirni osećaj, valjda od sužavanja krvnih sudova, ništa čulo mirisa ;)"
10223,4.011319215244042e+17,Negative,21.0,seljanciste mrs nazad na svoju livadu
10225,4.011326168980603e+17,Positive,26.0,"let her go mogu uvek da slušam i nikad mi neće dosaditi, najlepša pesma"
10228,4.0113382790230426e+17,Negative,27.0,"hello kitty supa, jer bi direktan prelazak na mačiju supu možda ipak bio  suviše radikalan... stepbystep catsoup"
10229,4.0113431514239795e+17,Neutral,26.0,znam i ja da šokiram ljude np
10234,4.0113624693355315e+17,Negative,26.0,u najboljem slučaju to se uglavnom završava tako što radnik potpiše da se odriče plate pa ga puste da se vrati
10236,4.0113784436401766e+17,Negative,26.0,"ako nema bradu kao da je statista u ravnoj gori, nije za mene"
10239,4.011401288290345e+17,Positive,29.0," hahahahahhahahhahahhahaaaaaaaaaaahahhahaha helou nemanjice &lt;3 &lt;3 &lt;3 moram nesto da ti kazem, slusaj  haaaaaaaaaaaaaaaahahahahhah"
10240,4.0114062975093965e+17,Negative,27.0, the great ko procita ovaj tvit kosmickim silama posalje meni jednu prepicku u krevet. hvala lepo. poz
10241,4.0114117010315264e+17,Negative,27.0,volim ovaj zadimljeni bučni beograd koji je jebeno živ 24/7. neću u sterilnu i mrtvu evropu jer zabava.
10243,4.011429493181194e+17,Negative,21.0,"mislim, dakle nemam šta pametno da lanem."
10247,4.011466486568714e+17,Negative,26.0," nemanjina zgrada železnice, jedno vozilo"
10248,4.011473499487068e+17,Neutral,21.0,"bio sam gladan, jeo sam. bio sam žedan, popio sam čašu vode. tužan sam. idem da jedem... bio sam tužan."
10252,4.0114956395821875e+17,Neutral,21.0, danas sam primio 22 poruku sadrzine gde si ?
10253,4.011504472279081e+17,Neutral,26.0,prešli su na ozbiljne biznis teme.
10254,4.0115119120554394e+17,Positive,27.0,"mozda se kajem, šta to sada vredi..."
10263,4.01160078918955e+17,Positive,27.0,zivot na vracaru kao pijaca u maloj krsni
10265,4.011640234563502e+17,Negative,26.0,ovaj baksuz  koji me prati je tvrdoglaviji od mene ... neumoran je...
10266,4.011652047774966e+17,Neutral,21.0,nema nikoga na lajni dakle mogu da viiiiceeeeemmmm
10267,4.0116707903617434e+17,Neutral,21.0, hahahhahahahhahhahhahah
10271,4.011846973062021e+17,Neutral,21.0,lazem sebe da mogu bez sebe.
10275,4.012011436213576e+17,Positive,27.0," dovoljno je da me zakacis u prolazu, da mi ukrades vazduh, misli i svo vreme koje sledi...."
10276,4.012097403800822e+17,Negative,39.0,shvati da me boli kurac za sve!
10280,4.0122324309037875e+17,Positive,21.0,10 minuta produženog sna ujutru su neprocenjivi. dobro jutro!
10291,4.012448707421389e+17,Negative,27.0,petak kao petak… motaću đevrek ceo dan…. bgd - požarevac - kragujevac - niš...
10294,4.01247152459903e+17,Positive,26.0, * ako treba pomoć tu sam
10295,4.0124929140434534e+17,Neutral,39.0,ok evo 5 minuta refreshujem svoje tvitove i mislim je l' moguće samo ja budna
10297,4.012503199311667e+17,Positive,21.0, chekaj pa jel si dao neki gol?! u gostima vishe vredi d
10300,4.012539909709783e+17,Positive,27.0,"počinje finale drugog studentskog takmičenja u oblasti odnosa s javnošću tsprilika srećno, kolege!"
10303,4.0125907871583846e+17,Neutral,21.0,"inače, članarina u srpskim bibliotekama, za slepe i slabovide, je besplatna."
10304,4.0125971698866586e+17,Negative,21.0,"ako želite da vam baterija traje što kraće, to je barem jednostavno. uvek update-ujte novi android."
10308,4.0126354971847475e+17,Negative,21.0," neka nova fora na dobroj zaradi na sportu! samo niču napucani tereni, baloni, ovo ono... a školske sale za fizičko neupotreb…"
10309,4.0126443360055706e+17,Neutral,39.0,golubovi rano ne lete. cekaju da prodje vetar
10312,4.0126850018799616e+17,Neutral,39.0,hitna naredba iz vrha mup novi šef policije hapsi dilere u lazarevcu  hronika
10314,4.01269489934676e+17,Neutral,21.0," preko njega nam se bog obratio,ko je imao oči da vidi i dušu da čuje i prihvati njegove poruke kao dar božji i nauk za dolazeće"
10315,4.012699323288781e+17,Positive,21.0,finale dejvis kupa boga pitaj kada ćemo imati ovakvu priliku…
10316,4.012707676832481e+17,Neutral,26.0,poslovni savet / dobar prvi utisak u tri koraka
10826,4.0150029214941184e+17,Neutral,21.0, treba mi neki decko da ga sutnem u medjunozje i da mi objasni koliko ga boli rt rt rt
10827,4.01500706235904e+17,Positive,21.0,kao što su i na marakaniii
10828,4.015010456557322e+17,Negative,26.0,koliko mala ranica na prstu moze da bolii nisam bila svesna do saddd
10829,4.015014425253724e+17,Positive,27.0, ziga me levo rame mislim da umirem +
10830,4.015025130795172e+17,Positive,26.0,"pa srecan, srecan, srecan *  henry"
10837,4.015054702060626e+17,Negative,27.0,inace sakrila sam plazmu u prostor između zida i kreveta i nadam se da je bratovljeva halapljiva njuska neće osetiti         
10838,4.0150617953458176e+17,Neutral,26.0,"mislim da bi tatu majstorima trebalo zabraniti da tetoviraju glupe tetovaže. u stvari, trebalo bi zabraniti ljudima da iste i žele"
10843,4.0150919051597005e+17,Positive,27.0,auu kaakva noc
10848,4.015126158408663e+17,Neutral,21.0, zovem tvoje ime
10850,4.015139178950451e+17,Positive,26.0,vreme je da jedem nesto
10860,4.0152445852493005e+17,Negative,39.0,kakve ovo  pesme slusam jaooj
10862,4.0152717664363315e+17,Neutral,21.0,"pisao bih svašta na tviteru, ali se plašim da ćete kad postanem slavan to da objavite i da me kompromitujete."
10866,4.015349121439703e+17,Neutral,27.0,"zato sto mi je adele - one and only; kao alarm, zato se nikad i ne probudim na vreme."
10867,4.015364610882478e+17,Neutral,21.0,danas je izgleda najteže biti veran pa onda sve ostalo
10868,4.0154080484366746e+17,Neutral,21.0,nikada nisam verovala da ljubav moze da iscrpi coveka.
10869,4.01542750191231e+17,Positive,21.0," ja nisam mogao da gledam do kraja zbog njega, kao da su vodili 100razlike takav je bio prenos"
10871,4.0154800750762394e+17,Positive,27.0,kina menja politiku jednog deteta
10877,4.0155987710315725e+17,Neutral,21.0,msm pokazi nemoras da pricas. slukaj
10880,4.01578897172865e+17,Neutral,27.0,"elem, zanima me da li imam neko zakonsko pravo da im jebem mater i zašto ne"
10883,4.016058294318039e+17,Negative,21.0,"b92 - biz - vesti - ""dirnuo sam u osinje gnezdo"""
10884,4.0160741848621056e+17,Negative,27.0, je l' ima negde da se kupi televizor bez vučića u njemu.
10889,4.016137516210012e+17,Positive,27.0,"   
kada po nekim stepenicama neko hoće da ide, nekada mora sam da ih napravi. nikada tolerancija prema ružnim …"
10890,4.016155523615498e+17,Positive,21.0, -))) što dobar tviteraš zna da popravi raspoloženje! 
10891,4.0161670088780186e+17,Negative,21.0,rts kupio prava prenosa svih mastersa naredne tri godine. pa okle lova sada? da nece srdjan djokovic da postane novi direktor?
10892,4.016180018266931e+17,Neutral,21.0, sa va ljubim vas puno. provedite se najlepse danas ** cekamo neku sliku preko veze ;)
10897,4.016237908004946e+17,Negative,27.0, prilično sam skeptična da će to proći u hr jer je crkva jaka. kod nas je uticaj crkve u društvu manji pa opet ne bi prošlo.
10898,4.0162515169735066e+17,Negative,21.0," kada vidite da se stranka od koje očekujete promene pretvara u centar za reciklažu, kako da ne prestanete da se nadate?!…"
10899,4.016259391066153e+17,Negative,21.0,"cemu sve to? da bi izvlacili nas novac odokativno mereno, a da prevagne malo na njihovu stranu? grubo odmereno, unapred smisljeno, lazno."
10901,4.016275854795858e+17,Negative,21.0,putnički voz pregazio petoro mladih! - vesti - svet - alo!  alonovine
10902,4.0162817818965606e+17,Positive,26.0, danas je svetski dan tolerancije. vodimo računa i ovde na pravo na drugačije mišljenje i tvitujmo bez govora mržnje toler…
10903,4.016289154728182e+17,Positive,27.0," ""noć pozorišta"" i u srbiji kultura"
10905,4.016315057319731e+17,Neutral,27.0,zašto sama sebe ubijam pesmama od ranog jutra?
10908,4.016340694583501e+17,Negative,21.0,puls - noćas na farmi incident! jelena pokušala da slomi gudalo muzičaru zbog pesme jk!
10909,4.016345727831941e+17,Positive,21.0,puls - milica todorović doktorka me izbacila iz ordinacije!
10912,4.016370820217692e+17,Positive,27.0," zrnca peska čine pllanine, trenuci čine godine, a sitnice ceo život."
10915,4.0164072838989005e+17,Positive,21.0,"dobar dan.
živelo sunce )"
10916,4.0164176166506496e+17,Negative,21.0,"gospodo menadžeri, biznismeni, uspešni... ok, super ste baš, ali pomerite se malo, da udahnem vazduh i ugledam sunce ako vam nije problem."
10920,4.016450716633825e+17,Neutral,27.0,čujem da nju zoveš imenom mojim
10922,4.016474747605115e+17,Neutral,21.0,postoji jedna slika koju nece vec danima da mi izbaci na tviter. a najlepsi smo tu.
10925,4.016493121844142e+17,Positive,27.0, jukebox da mirišem kao prvi poljubac ili tinejdžerka da budem? ) bonbons lovely memory ☆☆☆
10926,4.016497530305249e+17,Positive,27.0,"ne pristajem na ono sto nisam sama birala. 
uvek ponosna na svoje izbore. jer su, moji."
10927,4.016517262454538e+17,Neutral,21.0,a sada malo druženja i sabiranja utisaka uz kafu. ) tsprilika2013
10929,4.0165279760868966e+17,Positive,21.0,maja je preseks na ono slici  ^ ^  namyg
10933,4.016554811541586e+17,Neutral,27.0,subota...suncan dan...slava...veceras tlzp... ne treba traziti previse od 16og novembarskog dana
10936,4.01657041766613e+17,Neutral,21.0,sad cu da spojim ruke sa bratom dok gledam u hleb i pocecu da pevam vinks neka ruke spoje se moc i snaga zajedno
10948,4.0166210622511104e+17,Positive,27.0, voleo bih da ostanemo u kontaktu a ja bih volela da si umro pa nista
10953,4.016640925719798e+17,Negative,21.0," žrtva silovanja najpoznatijeg osuđenika na smrt
“vučko me tukao, nije mogao da ima erekciju!” alonovine"
10957,4.016653072675717e+17,Positive,21.0,imam hvala ti bako dzemper iz timeouta sacam fraer koji baza bulevarom celo jutro
10958,4.0166589306506445e+17,Negative,39.0,nikada mi nece biti jasno sta kog kurca glume ovi sa zakljucanim profilima.
10964,4.016686207547638e+17,Positive,21.0,"možeš i da ne voliš metaliku, ali ne možeš a da ne priznaš da je nothing else matters sjajna stvar"
10965,4.01669204522197e+17,Positive,21.0,sto bi rekli neobicni smrtnici otvorio sam dusu.
10966,4.0166975236541235e+17,Negative,39.0,"i znamo da se sporo gradi, a brzo ruši "" reputacija je odgovornost. tsprilika """
10967,4.016700923518689e+17,Positive,27.0,"ovaj internet da prestabe da baguje, odmah."
10968,4.016711771205427e+17,Negative,27.0,licis mi na nekog ko krem drzi u frizideru dok pravi palacinke.
10969,4.0167176876026675e+17,Neutral,27.0,"- dragi , jel mozes da pricas ? 
- ( sapatom ) izvini , trenutno sam ozenjen"
10970,4.016731151574098e+17,Positive,21.0,"kao i uvek, jedna banjska fotka. -)"
10975,4.0167527288314266e+17,Positive,27.0,"nisam neki veliki vernik, ali svako jutro pocinjem sa molitvom - ""boze, daj mi priliku da dokazem da me sedmica na lotou ne bi promenila """
10977,4.0167658928685056e+17,Negative,21.0,blam me što poznajem neke osobe
10978,4.01677041772544e+17,Neutral,21.0, krcka se!
10979,4.016774787557089e+17,Positive,21.0, hahahah. ne ne
10980,4.016782667022541e+17,Positive,27.0,"reputacija je ono sto vec jesi, a ne ono sto tek planiras da postanes   tsprilika"
10981,4.016787503306506e+17,Positive,27.0, zapamtiti ugled je posledica dobrog poslovanja! tsprilika
10982,4.0167921227032576e+17,Positive,27.0,"kada god negde zurim,krenem tri sata ranije...jer marfi je moj dobar drugar."
10985,4.016799813962424e+17,Positive,21.0,"male stvari sreću čine, kao na primer kinder bueno namyg"
10991,4.016833087547638e+17,Neutral,27.0,  haha... to su ti citati sa kojima me je ćale pratio na putovanja u ljubljanu d može se reći da jeste.
10993,4.016843308433695e+17,Neutral,21.0,nisam gledala vecinu filmova za koje se podrazumeva da su ih apsolutno svi gledali po 100 puta
10995,4.0168516003208806e+17,Negative,21.0,"inace,ako skocis sa mosta u drzavi ciji nisi drzavljanin, odmah ce te proterati iz nje...ako te dunav prethodno ne izbaci kod visnjice"
10997,4.016855447881892e+17,Negative,26.0,"žan klod van dan, uvek spreman za fajt, ni dva volvo kamiona mu ne mogu ništa, a ja se usro u gaće dok sam gledao ovo"
10998,4.016863426710241e+17,Positive,27.0,poveo sam svoju ženu na put i ustanovio da je koperfild mala maca. uspešno mi je objasnila iluziju da imam pare u novčaniku.
10999,4.0168768401783194e+17,Negative,21.0,jebem mu dete da mu jebem
11000,4.01687963165524e+17,Neutral,21.0," sve javne rasprave  samo se ticu bogacenja, jacanja uticaja ili dokazivanja da smo pravedniji i pametniji tastinajedos…"
11001,4.016883738755768e+17,Positive,21.0,ribić iz supe sa renom i čokolada
11002,4.016901890239693e+17,Positive,27.0," 
a lično poznajem roditelje neke od dece kojima bi ovaj novac pomogao da prežive i odrastu da budu veliki ljudi."
11003,4.016910051344384e+17,Negative,21.0, gde  gori da gasimo...hahahah !!!
11004,4.016915230387364e+17,Neutral,21.0,ne znam da li ima neceg gadnijeg od engleskog dorucka.jaja+pasulj+ono ostalo=ozbiljna opstrukcija digestivnog trakta.
11007,4.01693272542036e+17,Negative,39.0,"mada kenjam i ja. 
mozda ljudi samo vole da putuju maskirani u nikolaea i oleanu, svercere iz rešice.
koncepta radi."
11008,4.016944257948795e+17,Negative,21.0,blejimo tako pijani svi ortaci priznajemo jedni drugima razne stvari ja ispičam da volim da pišem ljubavna pisma oni pocrkaše mamu im jebem
11009,4.016947847060767e+17,Neutral,21.0,ovo još niste videli masovna tuča hokejašica!
11011,4.016955389425992e+17,Positive,26.0,idem da učim
11012,4.016960394652631e+17,Positive,27.0,kad mama zamenjuje svoju letnju odecu sa zimskom jadnoj zeni sestra i ja pola stvari uzmemo huehue
11014,4.01697010341802e+17,Neutral,27.0,"a je l' vi tamo devedeset deseto kad smotate, posle toga popijete i solju mleka pa u krevet?"
11019,4.016984528971612e+17,Positive,21.0,"u areni imaju dva velika ekrana gde na svakoj pauzi pokazuju tvitove vezane za dejvis kup,zato moram da tvitujem stalno da bi pokazali tvit"
11020,4.016997398773924e+17,Positive,27.0,vi ne razumete moju opsesiju prema tenisu
11022,4.017015127300096e+17,Neutral,21.0,iz rečenice “nije mi ništa.” vrišti bol.
11024,4.017023570475909e+17,Neutral,21.0,"vesterman obavio deo pregleda, u nedelju jasnija slika"
11027,4.017031451619e+17,Neutral,26.0," jos te nesto cini izuzetnom, ne samo tvitovi, avatar ti lep.mp3 ++"
11028,4.017036538093281e+17,Positive,27.0," profesorka, jel mogu u wc 
ne mozes 
uu slomila nogu dabogda"
11031,4.0170486798064435e+17,Neutral,27.0,"lepe zene prolaze kroz grad, ja na uglu stojim natecena jer glavobolja"
11032,4.017052702647378e+17,Negative,21.0,ovog meseca nemate srece horoskop sranje obicno danas ce vam prici neki decko horoskop ljubav najveca sta je sa vama
11036,4.017071384157389e+17,Positive,27.0,"svaki pravi fast food junkie mrzi boraniju, a čkiljeći, sa nepoverenjem gleda na kuvano."
11037,4.017074610545664e+17,Positive,27.0,pricam sa stevom na fiksnom i pokusavam da mu objasnim latinski al ne ide ahaha
11038,4.017085706615112e+17,Neutral,27.0,"kleknem, zapalim cigaru, gledam je u oci, vidim pistolj, osetim cev pistolja na celo. pesma."
11040,4.017102663179428e+17,Positive,21.0,hoce li specijalni policijski tim koji je formirao  da se pozabavi cinjenicama iznetim u   o  korupcija
11045,4.017135542747955e+17,Neutral,21.0,nije lepo smejati se tudjoj nesreci.
11046,4.0171396785035264e+17,Negative,21.0,"uglavnom, sve sto ima moc je protiv mladosti, stvaranja porodice, zivota. ipak, nadam se da je prirodni poredak mocniji."
11047,4.0171439095915725e+17,Positive,26.0,"najlepša lepota je ona koju nam je dala majka priroda. svako može da je poboljša uz malo truda i znanja, a bez silikona!"
11048,4.0171480049935974e+17,Positive,27.0,  dobijate orden prvom prilikom ;)
11050,4.017158773823488e+17,Positive,27.0,"  ministarstvo prosvete bi trebalo da reorganizuje stari nacin skolovanja, zastareo je ovaj.i nije,, evropski,,"
11056,4.017198916378624e+17,Negative,21.0,vole ljudi (ja na prvom mestu) da ih hvalis vise nego leba da jedu
11061,4.017212287652004e+17,Positive,26.0,"  gledala sam reprizu prve epizode pre dve nedelje u neko nedoba pustili, nauživala sam se, bio i tripo simonuti."
11064,4.0172220799256576e+17,Neutral,27.0,"citam vest o pljackasu banke i pada mi na pamet ono pitanje sta je nemoralnije, otvoriti ili opljackati banku?"
11065,4.017229444913848e+17,Neutral,39.0,doktor mi je rekao da nista tesko nesmem da nosim! sad moram kada pišam da sednem!
11069,4.01723954819498e+17,Positive,21.0,moja komšinica me je više puta videla golu nego dečko. svako jutro kači veš baš kad se ja oblačim.
11070,4.017250834266235e+17,Positive,27.0,"odoh da gledam tenis, što i vama preporučpujem. potrebna je tamo danas energija svih nas )"
11074,4.017270885094564e+17,Neutral,21.0,i posle kazu ja opsednut.
11075,4.017276141857669e+17,Positive,21.0,"""ovde je malo zagušljivo.""
""jeste. otvori prozor."" 
nisam ni primetio, jer sav je taj vazduh moj."
11076,4.017280058415145e+17,Positive,26.0,koliko puta dnevno jedete? - smedia  zdravlje ishrana
11080,4.0172955911847936e+17,Positive,27.0,volim tu moju nestabilnost pa mi se na primer do pre 3 minuta spavalo ali onda mi je pala na pamet super ideja šta mogu sa jednom jaknom
11081,4.017300758064046e+17,Negative,21.0,"a kad nije tako, ondak su nam i bog i drugi krivi za nesrećnu ljubav, al ne i mi sami... tražimo opravdanja, a ne rešenja..."
11084,4.0173128908395725e+17,Positive,21.0,zamalo sebi da izvadim oko sa sve socivom
11085,4.017315796028293e+17,Positive,26.0,u tvome glasu  ima nesto sto pomera sat unazad... )
11086,4.0173189957749555e+17,Positive,27.0,heh tek mi je sad doslo u glavu da sledece godine krecem na fakultet. shit just got real.
11087,4.017327046326026e+17,Neutral,27.0,ima da se zabijem u sobu i da izađem samo da pokupim čokolade.
11091,4.0173473804374426e+17,Negative,21.0,"vidim gugl auto i sav odusevljeno kazem ljudima evo gugl, a oni polu pismeni u mene bledo gledaju.da sam rekao leteci vinjak bilo bi gde gde"
11095,4.0173576177648026e+17,Positive,27.0,i robin hud je za šerifa iz notingema bio lopov i terorista.
11096,4.017367038171832e+17,Negative,27.0,"gde večeras jetru zaliti, malo pluća pročistiti, kurve videti, kokain šmrkati"
11097,4.017373200237281e+17,Negative,21.0, da se nađe.
11098,4.017377602243338e+17,Positive,21.0,prva jelka na koju sam naletela -) -)  praznici
11099,4.017381035868365e+17,Negative,21.0,"kupus u tempu košta 3  dinara. to je manje uspeh trgovine, a više propast proizvodnje?"
11101,4.017388676589814e+17,Positive,27.0,apsolutni potpredsednik.
11112,4.0174348338530304e+17,Positive,21.0, samo da im poželimo da uspešno ostvare svoje pravo na samoopredeljenje.
11114,4.0174437707862426e+17,Positive,21.0, ugled je ono što drugi govore o vama kada napustite prostoriju tsprilika2013
11118,4.017474938151895e+17,Positive,21.0,tehnologija budućnosti 3d displej menja oblik i pomera predmete hologrami možda stvaraju iluziju slika kojih...
11119,4.017477694652457e+17,Negative,26.0,da li se laza lazarevic ponosi sto je njegovo ime asocijacija za ludnicu?
11120,4.0174821308841165e+17,Positive,27.0,onokad pojma nemaš gde si zaturio vozačku -(
11123,4.017502419189883e+17,Positive,21.0,mtvstars  rihanna ♥ p
11124,4.017505620580106e+17,Negative,21.0,neću da idem i  nemojte da m  terate!!! sta vam nije jasnooo??????
11126,4.0175171902704026e+17,Positive,27.0," zamisli sns bota koji treba da shvati da li je za ili protiv vesti, pa mora da igra na sigurno pohvali vučića i nema greške -d"
11127,4.017521469429023e+17,Neutral,27.0,mislim da polako pocinjem da shvatam sta stvarno znaci ziveti u trenutku..
11128,4.01752584953684e+17,Negative,39.0, kad vidim koliko sam sprzila kosu peglom sednem u sobu ugasim svetlo i placem u tisini
11131,4.017537294999388e+17,Neutral,21.0,idem konačno da završim ovu treću epizodu.mojne me mračite više ili vam šaljem sekire♥
11136,4.017551099166966e+17,Negative,26.0," ""miroslav miškoviććutao sam 23 godine i trpeo razne uvrede"" trpeo,i finasirao i radio sta sam hteo,i sada sam u cudu …"
11137,4.01755490839167e+17,Positive,27.0,"moj brat ima odlican predlog, pola godine zivimo u sidneju, pola u srbiji."
11143,4.01757630399402e+17,Neutral,21.0,"iako sam antikomunista, tita cenim jer je  likove poput ove brainwashing malecke uspevao da satre pre nego sto izmigolje i naprave stetu."
11145,4.017582307091702e+17,Negative,21.0,"ja uvek biram pokusaj, makar isp'o popusaj!"
11146,4.0175898353678746e+17,Positive,27.0, ja sam video samo devojke! bravo lave! gdejebaba
11156,4.017639663905096e+17,Neutral,21.0,crvena zvezda je u derbiju pobedila partizan 129. odlična i korektna utakmica igrača oba tima.
11160,4.017652866148147e+17,Positive,21.0,višeminutne ovacije za nikolaja luganskog i filharmoniju!  klasicni ciklus
11163,4.0176611019156685e+17,Negative,27.0," -jede mi se pica.
-aj samo da je obrijem
+"
11165,4.0176719128181965e+17,Neutral,39.0,granitna odbrana ukrajina nije primila gol 730 minuta  fudbal kurirsport
11168,4.017679252686152e+17,Neutral,21.0,strepnja je stvar misli. promenite misli.
11169,4.017682355464479e+17,Positive,21.0, usernejm oću da znam da pevam
11170,4.017685843405988e+17,Neutral,26.0,"današnji favorit koji je nekome doneo finu lovicu, dodreht-ajdhoven 43, poluvreme 02."
11172,4.0176937964733235e+17,Negative,27.0,"smrt kcn-u, vesni rivas, cuke cuke caj pesmi i rozom satenu !!!!!!!!"
11173,4.017699531768668e+17,Positive,27.0,"put do oporavka mi je uvek "" radovi u toku"""
11177,4.0177153557871e+17,Positive,21.0," the great ogledala sam se u ogledalu i skontala da sam prosto toliko prelepa da je greota da se ne prikazem svetu, pa sam izasla …"
11179,4.017722067470295e+17,Positive,27.0,"typing...typing...typing...(posle 3 godine)...typing....ok
more mrš"
11181,4.0177428379992474e+17,Negative,21.0,tanka je linija izmedju poješću samo jednu kockicu čokolade i jebote gde nestade čokolada??
11182,4.0177464179634995e+17,Neutral,21.0,pijem koka-kolu jer mislim da ima stetne sastojke koji popravljaju raspolozenje. iz istog razloga jedem i cokoladu sa marcipanom. zdravo
11184,4.0177537591659725e+17,Negative,26.0,"tviter pesma
ovde sam slobodan ko galeb, mogu do sutra da me traze.."
11191,4.017790978165555e+17,Negative,26.0," 87 ""itf zabranio lajovicu da igra peti mec zbog sumnje da se radi o prerusenom troickom?!"". to je najmanje sto ocekujem od sr…"
11193,4.017819962857226e+17,Negative,21.0,slobodan milošević političari nisu uvek dobri za sport
11194,4.0178223609125274e+17,Positive,39.0,izveštač milun je car.
11196,4.0178267965148365e+17,Positive,26.0,upravo sam probao kavijar od zove ) bgsalonvina
11197,4.017834257255219e+17,Negative,27.0,"stvarno, zašto vulin nije mitrovčanima popunio izborne listiće. bilo bi tvrdo srpski i potpuno poslušno, a ne bi se mučili i olovke vadili)"
11202,4.017862801930445e+17,Negative,26.0,i vecers tvoje lice zvuci usranotvojelicezvucipoznato
11203,4.017866204559442e+17,Positive,27.0," aleksandrovac, brus, krusevac, razanj, varvarin"
11204,4.01787685708116e+17,Positive,27.0,nije sunce sve sto sija
11207,4.017888204896461e+17,Positive,21.0,agencija koja duplo proda stan plaća odštetu kupcima
11208,4.0178928768518554e+17,Neutral,21.0, online agencija koja duplo proda stan plaća odštetu kupcima
11209,4.01789844537344e+17,Neutral,21.0,oglasi -  novi pazar stan na prodaju moze zamena
11210,4.017904840596644e+17,Negative,26.0,"narko dileri iz lazarevca tuže udruženje ""svetisava"" zbog narušavanja ugleda!?! samo meni neprijatno što živim ovde i što se ovo dešava?"
11211,4.017907466067026e+17,Positive,27.0,"""karijerno ćaskanje"", druženje studenata elektrotehničkog, matematičkog i fakulteta organizacionih nauka  fonbg"
11212,4.017914997107589e+17,Positive,27.0,"najbolji osecaj kada te neko za koga mislis da ti je veoma blizak, za nesto sto ti je veoma vazno podrzava propasce ti to,just wait and see"
11215,4.0179324565232435e+17,Neutral,21.0,aleksa knez mi je pozajmio plastične grudi
11220,4.0179649469024256e+17,Neutral,21.0,procureo kućni video džene džejmison porno zvezda džena džejmison ponovo se našla u centru medijske pažnje. o...
11222,4.017969804158157e+17,Negative,21.0,"ko nema u dublu, ima na google-u. u daljim vestima, usraće nas česi."
11223,4.017977427263652e+17,Positive,27.0,"mojoj babi i ključevi i hleb idu u frižider, pa, kad se nešto traži, prvo se frižider otvara, zato imamo svi po 100kg."
11225,4.017993007261532e+17,Negative,21.0,"sve to malo, glupo i naloženo"
11230,4.0180054226909594e+17,Negative,26.0,previše me boli stomak da bi mogla da živim
11231,4.0180090729098445e+17,Positive,27.0,"  nisam je pljunula,samo sam rekla da zena nema integriteta,pa ste vi mene popljuvali zbog toga."
11232,4.018017626483917e+17,Neutral,27.0,"interakcije mrzim samo kada mi zbog njih svetli zelena tackica, a ne zbog njegove poruke!"
11235,4.018032098045051e+17,Positive,21.0,"  bass za njega znam - rekoh ti, hteo da se prijavim na konkurs al' - nema ))))))"
11237,4.0180374913326694e+17,Neutral,39.0, postoji i pr zeleznickog muzeja
11242,4.018052569566085e+17,Positive,21.0,"da li sam jako bolesna ako boju ukrasnog papira poklona za rodjendan, na koji upravo idem, ukombinujem sa bojama svoje garderobe? -)"
11243,4.018054800638157e+17,Neutral,21.0,ma kakva ti je to tastatura bez 9837123 kilograma hrane ++
11244,4.018057014517719e+17,Negative,39.0,"neki ljudi su mi kao prvi sneg .... prvo im se obradujem, a posle kraćeg vremena već mi idu na kurac"
11246,4.018059561177211e+17,Positive,26.0,"idem da citam horoskop, tamo sam srecno zaljubljena"
11247,4.018063260301476e+17,Neutral,27.0,tamarina pesma me podseca na pesme iz sundjer boba +++ tlzp
11248,4.018071049459671e+17,Negative,21.0,ako nestane slika kada bude bila majli sipacu sebi kiselinu u oci!
11250,4.018077841212252e+17,Negative,26.0,    gde bi ja mogla da ga ukradem?
11251,4.018080575013601e+17,Positive,27.0, po avataru se poznaje samo koliko je ko spreman da laže i folira... tviteraš se po rečima poznaje.. .slike su go kurac
11252,4.0180820225099776e+17,Neutral,39.0,"svi čekaju bijonse i majli, premotajte odmah tlzp"
11254,4.018091334074573e+17,Negative,21.0," ni ppv-u ne bi pošlo za rukom da bude sam u dvouglu, mada za dinkića ne mogu garantovati) "
11255,4.0180933289733325e+17,Neutral,21.0," mofo svi čekaju bijonse i majli, premotajte odmah tlzp"
11256,4.018094968275108e+17,Negative,21.0,e ajd sad malo da komentarišemo tv program. al po republikama i pokrajinama.
11260,4.018101671653663e+17,Positive,27.0,da ivanović povali tamaru dragičević pošaljite tlzp na 3666.
11261,4.018107020184412e+17,Positive,27.0," šta kad ćemo? zar misliš da sa lažnim avatarom, sa mudima u džepu, sa šest reči u fondu reči, joooj, koliko godina imaš?"
11262,4.018108635288781e+17,Negative,21.0,bravo za bajagu sa viskom kilograma tlzp
